Date,Open,High,Low,Close,Adj Close,Volume
2018-12-26,157.000000,163.110001,151.699997,162.929993,159.638916,7054700
2018-12-27,160.119995,165.410004,159.020004,165.410004,162.068832,4973000
2018-12-28,165.639999,165.949997,162.020004,163.029999,159.736893,4110500
2018-12-31,163.779999,167.119995,163.779999,167.050003,163.675705,4550000
2019-01-02,164.330002,172.250000,163.350006,172.029999,168.555115,3999400
2019-01-03,170.660004,171.770004,168.289993,169.509995,166.085999,4060200
2019-01-04,172.990005,176.000000,171.100006,175.050003,171.514114,3788300
2019-01-07,175.229996,177.830002,172.270004,176.020004,172.464523,3152100
2019-01-08,177.779999,178.100006,172.899994,175.369995,171.827637,2692700
2019-01-09,176.100006,177.690002,174.910004,176.470001,172.905426,3321400
2019-01-10,175.660004,178.070007,175.500000,176.000000,172.444916,2808700
2019-01-11,175.100006,177.039993,172.419998,176.929993,173.356125,3182700
2019-01-14,174.520004,179.539993,174.100006,178.720001,175.109985,3361700
2019-01-15,178.320007,179.990005,176.399994,179.910004,176.275940,2911800
2019-01-16,187.000000,198.149994,185.600006,197.080002,193.099121,15194200
2019-01-17,195.949997,199.800003,192.830002,199.089996,195.068527,8177000
2019-01-18,200.380005,203.000000,196.910004,202.539993,198.448807,5650900
2019-01-22,200.500000,201.470001,195.919998,197.679993,193.686996,4648500
2019-01-23,197.550003,198.089996,194.529999,196.899994,192.922745,3410700
2019-01-24,196.220001,199.679993,195.759995,197.800003,193.804581,2631800
2019-01-25,199.830002,201.190002,199.419998,200.740005,196.685211,3275000
2019-01-28,197.990005,200.070007,197.100006,199.720001,195.685791,2369600
2019-01-29,199.000000,201.970001,197.869995,200.500000,196.450027,2694100
2019-01-30,200.899994,203.289993,199.649994,202.479996,198.390030,2773300
2019-01-31,200.100006,202.350006,196.949997,198.009995,194.010330,5604500
2019-02-01,198.000000,199.639999,196.539993,196.539993,192.570023,3174200
2019-02-04,195.800003,197.759995,194.789993,197.720001,193.726181,2400200
2019-02-05,198.119995,199.330002,196.860001,198.009995,194.010330,2601000
2019-02-06,197.179993,199.059998,195.830002,196.619995,192.648407,2063100
2019-02-07,195.279999,195.880005,191.050003,193.070007,189.170120,2948800
2019-02-08,191.720001,192.619995,188.220001,191.669998,187.798401,2757500
2019-02-11,192.880005,193.320007,191.070007,191.330002,187.465271,2056500
2019-02-12,193.050003,195.649994,193.000000,194.490005,190.561447,2392900
2019-02-13,195.919998,198.779999,194.600006,194.690002,190.757401,2757300
2019-02-14,192.210007,194.130005,189.440002,192.529999,188.641022,2865000
2019-02-15,193.210007,198.889999,193.100006,198.500000,194.490448,3065400
2019-02-19,196.660004,199.059998,195.610001,198.669998,194.656982,2558200
2019-02-20,198.729996,199.300003,197.509995,198.600006,194.588425,2266000
2019-02-21,198.970001,199.449997,195.050003,196.360001,192.393646,2785900
2019-02-22,196.600006,197.750000,195.199997,196.000000,192.040939,2626600
2019-02-25,198.000000,201.500000,197.710007,198.649994,194.637405,3032200
2019-02-26,198.470001,200.559998,196.550003,198.899994,194.882339,2499800
2019-02-27,198.500000,199.889999,197.119995,198.100006,194.882370,1804200
2019-02-28,198.039993,198.399994,196.009995,196.699997,193.505081,2964300
2019-03-01,198.750000,201.440002,197.429993,198.199997,194.980728,2580500
2019-03-04,198.809998,200.830002,194.149994,195.979996,192.796799,2683600
2019-03-05,195.850006,196.179993,193.000000,196.000000,192.816467,2338600
2019-03-06,195.899994,197.559998,194.529999,194.740005,191.576935,2247500
2019-03-07,193.130005,193.449997,190.080002,192.770004,189.638931,3567800
2019-03-08,190.399994,195.770004,189.710007,195.240005,192.068817,3162700
2019-03-11,197.229996,198.970001,195.729996,195.970001,192.786957,2669000
2019-03-12,196.000000,197.399994,195.690002,196.630005,193.436234,1977400
2019-03-13,197.750000,198.929993,196.520004,197.250000,194.046173,1904500
2019-03-14,197.320007,198.500000,196.699997,197.470001,194.262604,1482300
2019-03-15,197.160004,198.850006,196.850006,198.259995,195.039749,2985200
2019-03-18,199.179993,203.850006,198.919998,202.470001,199.181381,3354900
2019-03-19,204.880005,206.449997,200.779999,201.119995,197.853302,3284900
2019-03-20,200.330002,200.330002,193.970001,194.320007,191.163757,5033500
2019-03-21,192.899994,195.550003,191.750000,194.580002,191.419525,4031500
2019-03-22,192.669998,193.710007,187.779999,188.960007,185.890823,5703100
2019-03-25,189.330002,191.449997,186.500000,188.509995,185.448105,3751000
2019-03-26,190.029999,192.410004,188.690002,190.690002,187.592712,2910100
2019-03-27,190.600006,191.610001,188.740005,190.029999,186.943436,2343800
2019-03-28,190.740005,191.910004,189.289993,191.179993,188.074738,2343400
2019-03-29,192.679993,193.110001,191.139999,191.990005,188.871613,2632800
2019-04-01,194.000000,198.089996,193.610001,196.740005,193.544449,3562600
2019-04-02,196.240005,197.759995,195.399994,197.500000,194.292099,2247000
2019-04-03,199.250000,201.089996,198.539993,200.860001,197.597534,3227900
2019-04-04,200.800003,204.289993,200.500000,202.229996,198.945282,2582300
2019-04-05,203.380005,205.500000,202.059998,202.380005,199.092850,2447100
2019-04-08,202.789993,203.630005,201.179993,202.539993,199.250214,1891500
2019-04-09,201.229996,201.589996,198.860001,200.619995,197.361404,2400900
2019-04-10,201.800003,203.169998,200.270004,202.979996,199.683105,1907100
2019-04-11,204.229996,205.449997,201.570007,202.830002,199.535522,2802100
2019-04-12,207.000000,209.970001,206.369995,207.839996,204.464142,5096600
2019-04-15,204.110001,205.740005,199.699997,199.910004,196.662964,6617200
2019-04-16,199.619995,202.940002,199.240005,201.839996,198.561600,4852600
2019-04-17,201.960007,208.500000,201.779999,207.899994,204.523178,4195300
2019-04-18,207.089996,207.860001,205.149994,205.910004,202.565506,2874300
2019-04-22,205.119995,205.589996,204.139999,204.600006,201.276779,1591400
2019-04-23,204.250000,205.190002,202.740005,204.139999,200.824249,2120900
2019-04-24,203.000000,203.520004,199.729996,200.539993,197.282730,4606100
2019-04-25,199.699997,202.559998,199.100006,201.399994,198.128754,2075300
2019-04-26,201.729996,203.119995,200.320007,203.080002,199.781479,1543100
2019-04-29,203.500000,208.000000,203.270004,206.919998,203.559097,2997000
2019-04-30,206.940002,207.990005,204.149994,205.919998,202.575333,1833000
2019-05-01,206.399994,208.410004,204.029999,204.729996,201.404663,1981800
2019-05-02,204.429993,206.220001,203.119995,204.990005,201.660461,1514700
2019-05-03,206.009995,208.750000,205.669998,207.520004,204.149353,1897600
2019-05-06,202.800003,206.979996,201.710007,206.429993,203.077042,1927800
2019-05-07,203.339996,204.000000,201.009995,202.630005,199.338776,2839500
2019-05-08,201.399994,203.199997,200.800003,200.949997,197.686050,1817600
2019-05-09,199.509995,202.220001,197.910004,201.630005,198.355026,2333400
2019-05-10,200.979996,202.100006,198.990005,202.050003,198.768204,2089400
2019-05-13,197.899994,197.899994,194.000000,194.970001,191.803207,3605600
2019-05-14,194.990005,198.130005,194.899994,196.279999,193.091919,2463300
2019-05-15,194.639999,197.589996,193.419998,196.399994,193.209961,2271100
2019-05-16,196.630005,200.000000,196.619995,199.139999,195.905457,2008100
2019-05-17,196.300003,199.089996,196.300003,197.429993,194.223221,1928300
2019-05-20,197.089996,197.779999,195.570007,197.240005,194.036346,2483400
2019-05-21,198.660004,199.320007,198.000000,199.110001,195.875946,2327600
2019-05-22,197.440002,198.479996,195.460007,195.520004,192.344269,2427200
2019-05-23,193.000000,193.000000,189.559998,191.970001,188.851929,3184100
2019-05-24,192.889999,194.070007,191.679993,193.000000,189.865204,1637200
2019-05-28,192.000000,193.309998,189.389999,189.440002,186.363022,3040000
2019-05-29,187.740005,188.649994,184.919998,188.050003,185.829391,2815800
2019-05-30,188.089996,189.369995,186.009995,187.369995,185.157425,1919300
2019-05-31,184.770004,184.889999,182.309998,182.490005,180.335068,2640100
2019-06-03,181.699997,183.490005,180.729996,183.190002,181.026794,2857800
2019-06-04,186.179993,189.990005,185.710007,189.880005,187.637787,2420800
2019-06-05,190.100006,190.160004,187.009995,188.440002,186.214798,1967800
2019-06-06,188.059998,190.740005,187.309998,189.809998,187.568619,1653500
2019-06-07,189.880005,190.610001,188.520004,189.809998,187.568619,1838600
2019-06-10,191.399994,197.000000,191.399994,194.119995,191.827713,2372000
2019-06-11,195.300003,196.119995,193.509995,194.729996,192.430511,1632200
2019-06-12,193.610001,194.050003,189.830002,190.220001,187.973770,2058800
2019-06-13,190.410004,192.250000,190.070007,191.449997,189.189240,1411400
2019-06-14,191.289993,192.169998,189.309998,191.660004,189.396759,1403900
2019-06-17,192.020004,193.229996,190.740005,190.830002,188.576569,1155600
2019-06-18,190.669998,197.130005,190.669998,194.979996,192.677551,2363000
2019-06-19,195.350006,197.610001,194.789993,195.639999,193.329773,2196800
2019-06-20,197.500000,198.190002,193.610001,195.699997,193.389053,2749300
2019-06-21,195.339996,198.339996,193.970001,195.940002,193.626221,3365500
2019-06-24,196.529999,199.350006,196.029999,197.490005,195.157928,2069800
2019-06-25,197.500000,197.520004,194.009995,196.059998,193.744812,1828300
2019-06-26,196.500000,197.869995,196.119995,197.009995,194.683594,1649900
2019-06-27,197.570007,199.610001,196.759995,199.320007,196.966324,2239200
2019-06-28,203.500000,205.839996,202.940002,204.600006,202.183960,4854900
2019-07-01,208.000000,209.850006,205.740005,206.860001,204.417282,2465700
2019-07-02,205.399994,206.309998,204.160004,205.979996,203.547653,1621400
2019-07-03,207.300003,207.399994,205.229996,206.039993,203.606949,978800
2019-07-05,206.860001,208.759995,206.199997,207.899994,205.444992,1511400
2019-07-08,206.360001,207.250000,204.710007,205.750000,203.320374,1853900
2019-07-09,203.750000,207.940002,203.539993,207.770004,205.316544,1812100
2019-07-10,207.179993,208.990005,205.649994,205.970001,203.537781,1779800
2019-07-11,206.199997,212.589996,206.000000,211.350006,208.854248,3691600
2019-07-12,212.000000,214.190002,210.789993,213.940002,211.413681,2626000
2019-07-15,214.110001,214.600006,209.789993,211.580002,209.081528,2600200
2019-07-16,214.800003,217.330002,212.550003,215.520004,212.975021,5283700
2019-07-17,213.830002,215.779999,213.160004,213.300003,210.781219,2583500
2019-07-18,212.710007,215.830002,211.750000,214.520004,211.986832,2859000
2019-07-19,214.020004,215.770004,213.350006,213.520004,210.998627,1822300
2019-07-22,213.399994,214.860001,212.309998,214.000000,211.472961,1907100
2019-07-23,214.949997,220.000000,214.949997,219.429993,216.838837,3330600
2019-07-24,219.250000,222.089996,218.630005,222.029999,219.408142,3180000
2019-07-25,221.770004,221.770004,218.229996,219.979996,217.382339,2776700
2019-07-26,220.449997,222.240005,220.369995,222.139999,219.516846,2304500
2019-07-29,221.000000,222.130005,220.199997,220.320007,217.718338,1372800
2019-07-30,218.490005,221.990005,217.330002,221.399994,218.785568,1644600
2019-07-31,221.240005,221.979996,219.009995,220.130005,217.530579,1991100
2019-08-01,219.350006,219.949997,210.759995,211.600006,209.101303,3070100
2019-08-02,211.580002,211.580002,205.309998,209.369995,206.897629,2503000
2019-08-05,205.820007,205.820007,199.580002,201.679993,199.298431,2794200
2019-08-06,203.559998,206.070007,200.889999,206.009995,203.577301,2349400
2019-08-07,201.110001,205.960007,199.050003,205.740005,203.310501,2454200
2019-08-08,207.169998,207.800003,203.539993,207.000000,204.555618,2342200
2019-08-09,205.619995,208.300003,203.860001,206.899994,204.456787,1790100
2019-08-12,203.279999,204.149994,200.479996,201.520004,199.140335,1479300
2019-08-13,201.509995,206.600006,200.229996,204.110001,201.699753,2115900
2019-08-14,199.800003,199.910004,195.059998,195.559998,193.250702,3025100
2019-08-15,195.910004,196.970001,193.710007,196.179993,193.863388,1981900
2019-08-16,197.029999,200.669998,197.000000,199.419998,197.065140,1878700
2019-08-19,203.809998,204.449997,201.820007,202.199997,199.812302,1646100
2019-08-20,200.210007,201.990005,199.699997,199.979996,197.618515,1545600
2019-08-21,202.740005,203.020004,200.169998,200.679993,198.310257,1160800
2019-08-22,202.279999,203.449997,200.910004,202.419998,200.029694,1275900
2019-08-23,200.809998,201.880005,195.190002,196.199997,193.883148,2200500
2019-08-26,198.270004,199.710007,198.000000,199.649994,197.292419,1441900
2019-08-27,200.330002,200.860001,196.500000,198.070007,195.731079,1513300
2019-08-28,196.570007,201.470001,196.250000,200.419998,198.053314,1437800
2019-08-29,201.360001,204.369995,201.360001,203.440002,202.299393,1816800
2019-08-30,204.850006,205.210007,203.009995,203.910004,202.766754,1529600
2019-09-03,201.100006,201.610001,196.580002,198.970001,197.854446,2633600
2019-09-04,201.490005,202.100006,200.050003,201.729996,200.598969,1720600
2019-09-05,205.270004,208.929993,205.039993,207.050003,205.889145,2237900
2019-09-06,207.059998,208.250000,205.570007,207.210007,206.048248,1438800
2019-09-09,209.220001,213.880005,208.440002,211.979996,210.791504,2734500
2019-09-10,213.500000,217.089996,213.220001,215.630005,214.421036,2615800
2019-09-11,215.210007,216.850006,213.360001,216.800003,215.584488,1886300
2019-09-12,216.380005,220.759995,215.149994,218.740005,217.513611,2913800
2019-09-13,220.350006,221.500000,219.199997,219.899994,218.667084,2722400
2019-09-16,217.820007,219.330002,216.320007,217.220001,216.002121,2205500
2019-09-17,215.800003,216.139999,212.539993,215.910004,214.699478,2429100
2019-09-18,214.830002,217.889999,213.300003,217.080002,215.862915,2474900
2019-09-19,217.580002,217.929993,215.059998,215.229996,214.023270,1596200
2019-09-20,214.660004,216.679993,213.630005,213.740005,212.541641,5458900
2019-09-23,212.850006,214.110001,211.559998,213.460007,212.263214,1485500
2019-09-24,214.039993,214.199997,206.800003,207.750000,206.585220,2837600
2019-09-25,207.960007,211.089996,207.449997,210.029999,208.852432,1593400
2019-09-26,209.050003,209.970001,208.110001,208.220001,207.052582,1685500
2019-09-27,209.850006,210.550003,208.089996,208.970001,207.798386,1530900
2019-09-30,209.710007,209.710007,206.830002,207.229996,206.068130,1794500
2019-10-01,207.009995,209.380005,202.610001,202.690002,201.553589,3156200
2019-10-02,201.690002,201.880005,197.600006,198.250000,197.138489,3386800
2019-10-03,197.610001,198.369995,193.990005,197.240005,196.134155,2914500
2019-10-04,196.990005,201.229996,196.039993,200.800003,199.674194,3021100
2019-10-07,200.789993,202.529999,199.470001,200.399994,199.276428,2202200
2019-10-08,197.600006,198.949997,195.919998,197.369995,196.263412,2654900
2019-10-09,198.190002,198.979996,196.679993,196.850006,195.746338,2443500
2019-10-10,197.589996,201.320007,197.539993,199.869995,198.749390,2108000
2019-10-11,203.720001,207.289993,203.720001,204.679993,203.532425,3334300
2019-10-14,203.830002,206.169998,202.919998,205.820007,204.666046,2286100
2019-10-15,202.000000,208.240005,198.610001,206.460007,205.302460,8241900
2019-10-16,206.169998,208.619995,206.100006,207.419998,206.257065,3405800
2019-10-17,208.289993,208.929993,204.389999,206.460007,205.302460,2876500
2019-10-18,204.990005,208.059998,204.990005,206.520004,205.362122,2207000
2019-10-21,208.669998,210.860001,207.679993,209.250000,208.076813,1934900
2019-10-22,209.589996,211.649994,208.309998,209.600006,208.424850,1868000
2019-10-23,209.220001,212.020004,209.000000,211.320007,210.135208,1574500
2019-10-24,211.610001,213.149994,209.779999,211.050003,209.866714,1266500
2019-10-25,210.179993,215.419998,210.179993,214.229996,213.028885,2602100
2019-10-28,216.320007,218.919998,215.690002,217.750000,216.529144,2707800
2019-10-29,217.220001,219.279999,216.449997,217.639999,216.419769,2030400
2019-10-30,217.020004,217.050003,213.809998,215.809998,214.600021,1584900
2019-10-31,215.149994,215.360001,211.320007,213.380005,212.183655,1876200
2019-11-01,215.259995,217.889999,214.750000,217.389999,216.171173,2112300
2019-11-04,219.699997,220.690002,218.570007,219.869995,218.637268,2538100
2019-11-05,220.800003,221.779999,218.470001,218.639999,217.414154,2525100
2019-11-06,218.009995,219.070007,216.550003,218.419998,217.195389,1863000
2019-11-07,220.770004,224.770004,220.410004,223.289993,222.038086,3748600
2019-11-08,223.000000,223.229996,221.100006,222.910004,221.660233,1610800
2019-11-11,220.899994,221.410004,218.520004,219.029999,217.801971,2754500
2019-11-12,218.559998,221.110001,217.929993,220.410004,219.174240,1891600
2019-11-13,218.389999,219.839996,217.009995,219.320007,218.090363,1756000
2019-11-14,218.789993,220.470001,218.029999,219.429993,218.199722,1483100
2019-11-15,220.000000,221.089996,219.039993,220.250000,219.015137,1693100
2019-11-18,219.729996,219.949997,218.039993,219.729996,218.498047,1603400
2019-11-19,220.559998,220.679993,218.309998,220.039993,218.806305,1817100
2019-11-20,218.360001,219.470001,216.399994,217.910004,216.688263,2177700
2019-11-21,218.600006,219.320007,216.820007,218.229996,217.006454,1677500
2019-11-22,218.000000,220.710007,218.000000,220.279999,219.044968,1529100
2019-11-25,220.889999,223.949997,220.889999,222.750000,221.501114,2181800
2019-11-26,222.679993,222.759995,221.110001,222.449997,221.202805,1926300
