Date,Open,High,Low,Close,Adj Close,Volume
2018-12-26,112.500000,117.169998,111.080002,117.169998,114.525146,1931300
2018-12-27,115.750000,118.709999,114.660004,118.669998,115.991295,1807400
2018-12-28,119.150002,119.760002,117.779999,118.239998,115.570999,1386700
2018-12-31,118.480003,119.750000,118.050003,119.750000,117.046906,1157300
2019-01-02,117.489998,118.190002,116.330002,117.370003,114.720642,1793400
2019-01-03,117.050003,117.300003,115.059998,115.260002,112.658272,1887500
2019-01-04,116.660004,118.779999,116.129997,118.680000,116.001068,1793900
2019-01-07,118.209999,119.540001,117.709999,118.300003,115.629646,1082800
2019-01-08,119.379997,119.510002,116.839996,117.839996,115.180023,1403900
2019-01-09,118.660004,119.559998,117.980003,118.680000,116.001068,1753000
2019-01-10,118.529999,120.349998,118.389999,120.269997,117.555168,1061500
2019-01-11,119.889999,120.860001,119.269997,120.470001,117.750671,839400
2019-01-14,119.870003,120.970001,119.790001,120.580002,117.858185,1406800
2019-01-15,120.529999,121.860001,120.529999,121.820000,119.070190,1373400
2019-01-16,122.290001,122.580002,121.180000,122.300003,119.539360,1349800
2019-01-17,121.639999,122.989998,121.279999,122.940002,120.164909,1109200
2019-01-18,123.720001,124.410004,122.739998,124.010002,121.210754,1923900
2019-01-22,123.500000,125.500000,121.339996,122.360001,119.598000,2155800
2019-01-23,122.669998,123.250000,120.599998,123.019997,120.243095,2008700
2019-01-24,122.750000,124.459999,122.580002,124.379997,121.572395,1621000
2019-01-25,125.010002,126.169998,124.540001,124.980003,122.158859,1972800
2019-01-28,124.239998,125.129997,123.610001,125.029999,122.207733,1284500
2019-01-29,124.739998,125.470001,124.379997,124.820000,122.002472,1275200
2019-01-30,124.709999,126.190002,124.080002,125.879997,123.038536,1682400
2019-01-31,125.400002,125.800003,124.379997,125.540001,122.706207,1619500
2019-02-01,126.029999,126.529999,125.129997,126.489998,123.634766,1064700
2019-02-04,126.489998,126.500000,125.019997,126.040001,123.194939,1214100
2019-02-05,126.120003,126.250000,125.330002,126.180000,123.331772,1306400
2019-02-06,125.980003,125.980003,124.870003,125.550003,122.715988,1504900
2019-02-07,125.190002,126.800003,125.110001,126.760002,123.898674,1083900
2019-02-08,126.529999,126.760002,124.620003,125.790001,122.950569,1252700
2019-02-11,126.040001,126.040001,124.360001,125.419998,122.588921,1610200
2019-02-12,126.430000,127.370003,126.110001,127.260002,124.387405,1729500
2019-02-13,127.790001,129.130005,127.550003,128.039993,125.149780,1351000
2019-02-14,127.129997,127.949997,126.230003,126.930000,124.064842,1266500
2019-02-15,128.050003,128.839996,127.870003,128.740005,125.834000,1304600
2019-02-19,128.309998,129.460007,128.009995,129.100006,126.185867,1459300
2019-02-20,129.050003,130.130005,128.979996,129.740005,126.811424,1784800
2019-02-21,129.910004,130.000000,129.139999,129.820007,126.889610,1227800
2019-02-22,130.210007,131.309998,129.979996,131.020004,128.062515,1422900
2019-02-25,131.300003,133.130005,131.300003,132.490005,129.499344,2051100
2019-02-26,132.460007,133.899994,132.360001,133.270004,130.261734,2278700
2019-02-27,132.809998,133.419998,132.440002,132.619995,129.626404,1350100
2019-02-28,132.580002,133.070007,132.220001,132.910004,129.909866,1739700
2019-03-01,133.520004,134.350006,132.460007,133.029999,130.027130,1360400
2019-03-04,133.240005,133.660004,130.919998,132.149994,129.167007,907900
2019-03-05,132.419998,132.820007,131.279999,132.690002,129.694839,1324200
2019-03-06,132.710007,133.360001,131.690002,131.800003,128.824921,896700
2019-03-07,131.720001,131.850006,130.649994,131.490005,128.521912,1141100
2019-03-08,130.309998,131.110001,130.000000,131.020004,128.816864,1153800
2019-03-11,132.130005,132.419998,131.460007,131.869995,129.652588,1293300
2019-03-12,132.210007,132.880005,131.720001,132.720001,130.488281,967300
2019-03-13,132.970001,133.869995,132.759995,133.000000,130.763580,1189600
2019-03-14,133.160004,133.509995,132.639999,133.059998,130.822571,1035600
2019-03-15,133.479996,134.710007,132.940002,134.179993,131.923737,2113100
2019-03-18,134.649994,135.160004,134.300003,134.940002,132.670959,1370200
2019-03-19,135.550003,136.080002,132.619995,132.929993,130.694733,1675800
2019-03-20,133.100006,133.100006,131.250000,131.330002,129.121643,1339500
2019-03-21,130.679993,134.440002,130.250000,134.369995,132.110535,1527500
2019-03-22,133.919998,136.250000,133.779999,134.899994,132.631607,2352800
2019-03-25,135.110001,135.750000,134.369995,134.949997,132.680786,1143500
2019-03-26,135.600006,135.940002,133.940002,134.979996,132.710281,1501100
