Date,Open,High,Low,Close,Adj Close,Volume
2018-12-26,70.970001,74.029999,70.970001,74.000000,72.037590,13429400
2018-12-27,73.279999,75.379997,72.760002,75.379997,73.380989,12955300
2018-12-28,75.879997,76.580002,74.830002,75.370003,73.371269,12577000
2018-12-31,75.820000,76.699997,75.660004,76.410004,74.383682,9243800
2019-01-02,75.290001,75.989998,74.599998,75.589996,73.585419,14427600
2019-01-03,75.559998,75.970001,73.849998,74.040001,72.076530,13273500
2019-01-04,74.739998,76.500000,74.639999,76.269997,74.247391,14077400
2019-01-07,76.150002,76.470001,75.410004,75.430000,73.429672,15071700
2019-01-08,75.870003,76.209999,75.290001,75.989998,73.974815,11351800
2019-01-09,75.889999,76.309998,75.320000,75.410004,73.410210,11370500
2019-01-10,75.680000,75.680000,73.470001,74.480003,72.504868,18257700
2019-01-11,74.699997,74.940002,74.150002,74.900002,72.913727,9425600
2019-01-14,74.290001,74.440002,73.099998,73.370003,71.424301,14951800
2019-01-15,73.099998,74.889999,73.099998,74.500000,72.524338,12502000
2019-01-16,74.739998,75.769997,74.470001,74.610001,72.631416,14573000
2019-01-17,74.309998,75.769997,74.309998,75.599998,73.595161,16192100
2019-01-18,76.139999,76.330002,75.470001,75.870003,73.858002,14294600
2019-01-22,75.570000,76.199997,75.360001,75.830002,73.819069,10084700
2019-01-23,75.550003,75.709999,74.739998,75.440002,73.439407,13711100
2019-01-24,75.160004,75.160004,72.379997,73.169998,71.229599,20979600
2019-01-25,73.820000,73.839996,72.120003,72.949997,71.015442,13410400
2019-01-28,72.500000,73.070000,72.050003,72.919998,70.986244,12764000
2019-01-29,72.900002,73.680000,72.639999,73.230003,71.288017,11418600
2019-01-30,73.459999,73.809998,73.019997,73.370003,71.424301,13302700
2019-01-31,73.150002,74.820000,73.110001,74.430000,72.456200,16028300
2019-02-01,75.970001,77.489998,75.330002,76.449997,74.422623,15211600
2019-02-04,75.949997,76.889999,75.680000,76.870003,74.831490,11282600
2019-02-05,77.379997,78.379997,77.059998,77.150002,75.104065,12362300
2019-02-06,76.839996,77.720001,76.629997,77.389999,75.337692,7992100
2019-02-07,76.940002,77.129997,76.110001,76.820000,74.782806,9218900
2019-02-08,76.750000,77.540001,76.570000,77.519997,75.464241,8842500
2019-02-11,77.800003,77.839996,76.209999,76.709999,74.675728,13171700
2019-02-12,77.290001,78.930000,77.110001,78.519997,76.437729,13049700
2019-02-13,78.559998,79.169998,78.449997,79.019997,76.924469,10477200
2019-02-14,79.129997,79.550003,78.690002,78.940002,76.846588,8184200
2019-02-15,79.660004,80.129997,79.269997,79.809998,77.693512,10387500
2019-02-19,79.790001,80.129997,79.080002,79.239998,77.138634,9211400
2019-02-20,79.000000,79.540001,78.809998,79.430000,77.323601,8581600
2019-02-21,79.180000,80.029999,79.150002,79.830002,77.712990,7386100
2019-02-22,79.769997,80.860001,79.769997,80.769997,78.628052,7955600
2019-02-25,80.860001,80.989998,79.989998,80.379997,78.248398,9295100
2019-02-26,80.519997,81.099998,80.000000,80.739998,78.598846,8519000
2019-02-27,80.540001,81.290001,80.430000,80.620003,78.482040,7493300
