Date,Open,High,Low,Close,Adj Close,Volume
2018-12-26,118.000000,124.769997,116.089996,124.760002,121.321182,5093700
2018-12-27,121.800003,126.690002,120.930000,126.669998,123.178528,4599000
2018-12-28,127.129997,128.250000,125.050003,125.610001,122.147758,3813500
2018-12-31,126.599998,128.110001,124.500000,127.070000,123.567513,3455200
2019-01-02,124.029999,127.879997,123.000000,126.379997,122.896515,4783200
2019-01-03,125.309998,125.500000,120.440002,121.510002,118.160767,6165800
2019-01-04,124.169998,128.589996,123.699997,128.149994,124.617737,5456600
2019-01-07,128.589996,129.600006,126.699997,128.229996,124.695526,4653400
2019-01-08,129.899994,131.500000,128.229996,129.770004,126.193092,4202600
2019-01-09,131.089996,132.220001,129.910004,130.270004,126.679306,4865600
2019-01-10,128.610001,133.119995,127.250000,132.960007,129.295166,3418500
2019-01-11,131.080002,132.320007,130.050003,132.100006,128.458862,2908600
2019-01-14,130.309998,132.389999,129.130005,131.800003,128.167130,4482300
2019-01-15,132.110001,133.110001,129.559998,130.690002,127.087730,3224100
2019-01-16,130.759995,132.520004,130.240005,131.660004,128.030975,3636900
2019-01-17,130.470001,135.899994,129.160004,134.539993,130.831589,6878500
2019-01-18,135.100006,137.720001,133.660004,136.600006,133.689407,6122400
2019-01-22,134.929993,134.940002,131.169998,132.240005,129.422302,5188700
2019-01-23,133.039993,133.490005,130.149994,131.820007,129.011246,3123600
2019-01-24,131.410004,132.990005,131.199997,132.729996,129.901840,3943600
2019-01-25,134.770004,136.889999,133.889999,136.860001,133.943848,6417400
2019-01-28,126.989998,127.800003,123.150002,124.370003,121.719986,17421400
2019-01-29,125.610001,128.389999,125.610001,126.529999,123.833954,8550800
2019-01-30,127.930000,131.350006,126.309998,130.110001,127.337677,7181600
2019-01-31,130.320007,133.339996,129.039993,133.160004,130.322693,6643300
2019-02-01,133.029999,133.860001,130.110001,130.910004,128.120651,5646700
2019-02-04,130.880005,131.309998,130.100006,130.880005,128.091278,4541700
2019-02-05,130.630005,132.100006,130.600006,132.000000,129.187408,3614500
2019-02-06,131.270004,132.100006,130.360001,130.539993,127.758507,3098200
2019-02-07,129.289993,130.440002,127.360001,128.779999,126.036018,3682100
2019-02-08,127.480003,128.600006,126.550003,128.600006,125.859856,3135000
2019-02-11,128.949997,130.070007,128.690002,128.929993,126.182816,2648100
2019-02-12,130.259995,133.559998,130.000000,132.669998,129.843124,4505600
2019-02-13,134.199997,134.309998,132.449997,133.100006,130.263977,3189600
2019-02-14,131.779999,133.250000,131.270004,132.619995,129.794189,2877500
